VCE_ID,Month,Stage,D1,D2,D3,MuseumSpecimenKey,Species,Lat_Final,Long_Final,Country,State,County,Town,Locality,Collection,Sex,Comments
697,7,adult,-63.58,-61.83,NA,DSOB-12-032,Anax junius,42.4904,-83.4265,United States,Michigan,Oakland,Farmington Hills,"Bosch, 38000 Hills Tech Drive, 48331",Vermont Center for Ecostudies,,
757,7,adult,-64.71,NA,NA,DSOB-12-034,Anax junius,42.4904,-83.4265,United States,Michigan,Oakland,Farmington Hills,"Bosch, 38000 Hills Tech Drive",Vermont Center for Ecostudies,M,
698,7,adult,-64.81,NA,NA,DSOB-12-033,Anax junius,42.4904,-83.4265,United States,Michigan,Oakland,Farmington Hills,"Bosch, 38000 Hills Tech Drive, 48331",Vermont Center for Ecostudies,,
589,4,adult,-66,-65.24,NA,JAC-12-001,Anax junius,42.4904,-83.4265,United States,Michigan,Oakland,Farmington Hills,"Bosch, 38000 Hills Tech Drive, 48331",Vermont Center for Ecostudies,U,"wing only, specimen given to UMMZ, Ann Arbor"
645,6,adult,-68.43,NA,NA,333109,Anax junius,42.5008,-72.5248,United States,Massachusetts,Franklin,,"Franklin Co.; Cranberry Pond, Mt. Toby, Sunderland",USNM,M  ,
1126,7,exuviae,-104.38,NA,NA,DSOB-12-045,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,M,
1128,6,exuviae,-107.39,NA,NA,DSOB-12-020,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,,
1139,6,exuviae,-119.3,NA,NA,DSOB-12-015,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1125,7,exuviae,-126.4,NA,NA,DSOB-12-044,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1127,7,exuviae,NA,NA,NA,DSOB-12-046,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,M,
1129,7,exuviae,NA,NA,NA,DSOB-12-041,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1130,7,exuviae,NA,NA,NA,DSOB-12-042,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1131,7,exuviae,NA,NA,NA,DSOB-12-036,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,M,
1132,7,exuviae,NA,NA,NA,DSOB-12-039,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1133,7,exuviae,NA,NA,NA,DSOB-12-040,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1136,7,exuviae,NA,NA,NA,DSOB-12-038,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1137,7,exuviae,NA,NA,NA,DSOB-12-037,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,M,
1140,6,exuviae,NA,NA,NA,DSOB-12-017,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1141,6,exuviae,NA,NA,NA,DSOB-12-016,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1142,6,exuviae,NA,NA,NA,DSOB-12-018,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,F,
1143,6,exuviae,NA,NA,NA,DSOB-12-019,Anax junius,42.5029,-83.4775,United States,Michigan,Oakland,,12.5 mile and Nov. Roads,Vermont Center for Ecostudies,,
512,5,adult,-73.76,-71.82,NA,MOS0020517,Anax junius,42.5139,-84.0575,United States,Michigan,Livingston ,,Iosco Twp.- Buurma Farms,University of Michigan,,
223,6,adult,-95.83,NA,NA,FSCA0064,Anax junius,42.5278,-92.4453,United States,Iowa,Black Hawk,,", cedar falls at falls access bendc",Florida State Collection of Arthropods,M,
241,6,adult,-59.88,-59.44,NA,FSCA0082,Anax junius,42.5436,-71.65,United States,Massachusetts,Middlesex,,", Shirley",Florida State Collection of Arthropods,F,
240,6,adult,-66.97,NA,NA,FSCA0081,Anax junius,42.5436,-71.65,United States,Massachusetts,Middlesex,,", Shirley",Florida State Collection of Arthropods,M,
242,6,adult,-70.67,NA,NA,FSCA0083,Anax junius,42.5436,-71.65,United States,Massachusetts,Middlesex,,", Shirley",Florida State Collection of Arthropods,F,
244,6,adult,-77.88,NA,NA,FSCA0085,Anax junius,42.5436,-71.65,United States,Massachusetts,Middlesex,,", Shirley",Florida State Collection of Arthropods,M,
243,7,adult,-77.93,NA,NA,FSCA0084,Anax junius,42.5436,-71.65,United States,Massachusetts,Middlesex,,", Shirley",Florida State Collection of Arthropods,M,
42,7,adult,-133.52,NA,NA,38973,Anax junius,42.5458,-100.727,United States,Nebraska,Cherry,,", Swamp slough near Duck
Lake,  SW Valentine",University of Texas Insect Collection,F,
26,7,adult,NA,NA,NA,24458,Anax junius,42.5462,-100.726,United States,Nebraska,Cherry,,", Duck Lake; Valentine Nat. Wildlife Ref.; Valentine  23 mi SW",University of Texas Insect Collection,M,
27,7,adult,NA,NA,NA,26659,Anax junius,42.5462,-100.726,United States,Nebraska,Cherry,,", Duck Lake; Valentine Nat. Wildlife Ref.; Valentine  23 mi SW",University of Texas Insect Collection,M,
901,7,exuviae,-103.31,NA,NA,MN-8674,Anax junius,42.5465,-73.7588,United States,New York,Albany,Bethlehem,"Hudson River, Lyons Road",New York State Museum,,
883,8,adult,-115.93,NA,NA,81224,Anax junius,42.5466,-80.0783,Canada,Ontario,,,Long Point tip,Royal Ontario Museum,F,
900,7,exuviae,-110.89,NA,NA,MN-8677,Anax junius,42.5474,-73.7642,United States,New York,Albany,Bethlehem,Lyons Road Marsh,New York State Museum,,
135,5,adult,-41.39,NA,NA,AMNH0005,Anax junius,42.5886,-84.7735,United States,Michigan,Eaton,,", T.4N,  R.4W,  Sect. 3",American Museum of Natural History,M,exact may date unknown: lat/long is center of Eaton - mm
912,6,adult,-87.53,NA,NA,311,Anax junius,42.6014,-70.8116,United States,Massachusetts,Essex,,lake ca 1/4 mi S Lake Chebaco,Paulson Collection,M,
954,7,adult,NA,NA,NA,353,Anax junius,42.6414,-101.0324,United States,Nebraska,Cherry,,pond 8 mi W Merritt Dam,Paulson Collection,M,mature at water
543,6,adult,-62.09,NA,NA,MN-1942,Anax junius,42.6728,-74.4998,United States,New York,Schoharie,Cobleskill,SUNY Cobleskill Experimental Ponds,New York State Museum,M,
570,7,adult,-92.16,NA,NA,MN-445,Anax junius,42.6728,-74.4998,United States,New York,Broome,Binghamton,pond at SUNY,New York State Museum,M,
571,7,adult,-105.58,NA,NA,MN-446,Anax junius,42.6728,-74.4998,United States,New York,Broome,Binghamton,pond at SUNY,New York State Museum,M,nice specimen
566,6,adult,-113.06,NA,NA,MN-436,Anax junius,42.6728,-74.4998,United States,New York,Broome,Binghamton,pond at SUNY,New York State Museum,M,75x003
886,6,adult,-89.02,NA,NA,5020,Anax junius,42.7023,-81.2828,Canada,Ontario,Elgin,,Corner's Pond,University of Guelph,M,
1039,6,adult,-71.23,NA,NA,CNC031,Anax junius,42.7105,-80.3115,Canada,Ontario,,Normandale,,Canadian National Collection,F,
623,9,adult,-106.3,NA,NA,CNC026,Anax junius,42.7107,-80.3112,Canada,Ontario,,Normandale,,Canadian National Collection,,
538,6,adult,-123.38,NA,NA,MN-2082,Anax junius,42.7197,-73.4327,United States,New York,Rensselaer,Grafton,Dyken Pond Area,New York State Museum,F,
497,4,adult,-50.01,NA,NA,KH001,Anax junius,42.7405,-73.3113,United States,New York,Rensselaer,Petersburgh,"Petersburgh, pond on East Hollow Road",Vermont Center for Ecostudies,M,patroling a manufactured pond cattails on edge of field. Fish present.
308,5,adult,-67.16,NA,NA,FSCA0147,Anax junius,42.82,-76.755,United States,New York,Seneca,Fayette,"Fayette, Hanley Wildlife Preserve,  Leader Road",Florida State Collection of Arthropods,M,male of pair 148
309,5,adult,-68.74,NA,NA,FSCA0148,Anax junius,42.82,-76.755,United States,New York,Seneca,Fayette,"Fayette, Hanley Wildlife Preserve,  Leader Road",Florida State Collection of Arthropods,F,female of pair 147
516,5,adult,-63.79,-61.87,NA,MOS0006393,Anax junius,42.8214,-83.1501,United States,Michigan,Oakland ,,Lakeville,University of Michigan,,
533,6,adult,-85.15,NA,NA,MN-4729,Anax junius,42.825,-73.9534,United States,New York,Schenectady,Glenville,"Collins Lake, Collins Municipal Park",New York State Museum,M,
896,6,exuviae,-108.23,NA,NA,MN-6013,Anax junius,42.8265,-73.5849,United States,New York,Rensselaer,Pittstown,"North Troy Rod and Gun Club pond, Cushman Road",New York State Museum,,
517,5,adult,-65.27,NA,NA,MOS0031627,Anax junius,42.8417,-83.2744,United States,Michigan,Oakland ,,Oxford,University of Michigan,,
907,6,adult,-68.78,NA,NA,306,Anax junius,42.8877,-79.1345,Canada,Ontario,,,Sherkston,Paulson Collection,M,
539,6,adult,-114.33,NA,NA,MN-2112,Anax junius,42.8894,-73.3473,United States,New York,Rensselaer,Hoosick,Sloping Fens,New York State Museum,F,
304,6,adult,-71.13,NA,NA,FSCA0143,Anax junius,42.9633,-74.5917,United States,New York,Montgomery,Palatme,"Palatme, North Gray Road",Florida State Collection of Arthropods,M,"It is Palatine, NY - mm"
866,7,adult,-98.28,NA,NA,HBW12-31-2,Anax junius,43.0306,-72.0625,United States,New Hampshire,Cheshire,Stoddard,Robb Reservoir,Vermont Center for Ecostudies,M,
434,4,adult,-74.23,-55.1,NA,FSCA0292,Anax junius,43.0379,-87.9046,United States,Wisconsin,Milwaukee,,,Florida State Collection of Arthropods,M,"there is not a Milwaukee county, so made the assumption this was the town - mm"
685,7,adult,-83.41,NA,NA,HBW12-31-1,Anax junius,43.065,-72.1031,United States,New Hampshire,Cheshire,Stoddard,Beaver Pond NE of Upton Pond,Vermont Center for Ecostudies,,
887,7,exuviae,-84.13,NA,NA,HBW12-28,Anax junius,43.0652,-72.1247,United States,New Hampshire,Cheshire,Stoddard,Center Pond,Vermont Center for Ecostudies,,
908,6,adult,-97.08,NA,NA,307,Anax junius,43.0821,-70.7092,United States,Maine,York,,Fort McClary,Paulson Collection,M,
541,7,adult,-70.17,NA,NA,MN-2268,Anax junius,43.0856,-76.6825,United States,New York,Cayuga,Conquest,Howland Island State Wildlife Management Area,New York State Museum,M,
305,6,adult,-104.37,-105.19,NA,FSCA0144,Anax junius,43.0883,-74.4167,United States,New York,Fulton,Johnstown,"Johnstown, north side of Mud Lake",Florida State Collection of Arthropods,M,
436,6,adult,-90.62,NA,NA,FSCA0294,Anax junius,43.0919,-89.3697,United States,Wisconsin,Dane,Madison,"Madison, Tenny Park",Florida State Collection of Arthropods,M,
898,7,exuviae,-100.4,NA,NA,MN-4050,Anax junius,43.1218,-78.3432,United States,New York,Genesee,Oakfield,Oak Orchard Swamp,New York State Museum,,
897,7,exuviae,-102.67,NA,NA,MN-4049,Anax junius,43.1218,-78.3432,United States,New York,Genesee,Oakfield,Oak Orchard Swamp,New York State Museum,,
536,5,adult,-70.03,NA,NA,MN-3131,Anax junius,43.1356,-77.2547,United States,New York,Wayne,Walworth,Leeward Lake,New York State Museum,M,
93,6,adult,-69.62,NA,NA,115520,Anax junius,43.1737,-70.6754,United States,Maine,York ,,", Scituate Pond,  Scituate Road,  in Scituate",Maine State Museum,M,
909,6,adult,-70.57,NA,NA,308,Anax junius,43.2012,-70.5953,United States,Maine,York,,Lake Carolyn at Cape Neddick,Paulson Collection,M,mature at water
868,6,adult,-98.59,NA,NA,PH12-1,Anax junius,43.2256,-71.504,United States,New Hampshire,Merrimack,Concord,30 Pine Road,Vermont Center for Ecostudies,M,
891A,6,exuviae,-101.45,NA,NA,PSB2012.4,Anax junius,43.2633,-80.3738,Canada,Ontario,Brant,Glen Morris,West River Road,Vermont Center for Ecostudies,,
891B,6,exuviae,-101.46,NA,NA,PSB2012.4,Anax junius,43.2633,-80.3738,Canada,Ontario,Brant,Glen Morris,West River Road,Vermont Center for Ecostudies,,
111,6,adult,-65.75,NA,NA,124043,Anax junius,43.275,-70.7,United States,Maine,York ,,", swamp,  'Black Dog Farm',  5km(3mi) southeast of North Berwick Village",Maine State Museum,M,
885,5,adult,-112.7,NA,NA,,Anax junius,43.2946,-81.782,Canada,Ontario,,,Huron Woods,University of Guelph,M,
948,7,adult,-86.06,NA,NA,347,Anax junius,43.3234,-92.0584,United States,Iowa,Winneshiek,,"Cardinal Marsh, 2 mi N, 4 mi W Ridgeway",Paulson Collection,M,
867,7,adult,-88.28,NA,NA,VCE12-01,Anax junius,43.3841,-72.4327,United States,Vermont,Windsor,Weathersfield,Goulden Ridge Blueberry Farm,Vermont Center for Ecostudies,F,
889A,7,exuviae,-93.21,NA,NA,PSB2012.2,Anax junius,43.4615,-80.1526,Canada,Ontario,Wellington,Guelph,Nestle Waters Inc.,Vermont Center for Ecostudies,,
889B,7,exuviae,-95.49,NA,NA,PSB2012.2,Anax junius,43.4615,-80.1526,Canada,Ontario,Wellington,Guelph,Nestle Waters Inc.,Vermont Center for Ecostudies,,
888A,8,exuviae,-101.34,NA,NA,PSB2012.1,Anax junius,43.4615,-80.1526,Canada,Ontario,Wellington,Guelph,Nestle Waters Inc.,Vermont Center for Ecostudies,,
888B,8,exuviae,-102.35,NA,NA,PSB2012.1,Anax junius,43.4615,-80.1526,Canada,Ontario,Wellington,Guelph,Nestle Waters Inc.,Vermont Center for Ecostudies,,
899,7,exuviae,-114.22,NA,NA,MN-4075,Anax junius,43.4955,-73.9147,United States,New York,Warren,Thurman,Bear Pond,New York State Museum,,
890A,6,exuviae,-99.63,NA,NA,PSB2012.3,Anax junius,43.5146,-79.8124,Canada,Ontario,Peel,Milton,James Snow Parkway,Vermont Center for Ecostudies,,
890B,6,exuviae,-119.71,NA,NA,PSB2012.3,Anax junius,43.5146,-79.8124,Canada,Ontario,Peel,Milton,James Snow Parkway,Vermont Center for Ecostudies,,
790,6,adult,-88.14,NA,NA,DJ2012057,Anax junius,43.5405,-90.9611,United States,Wisconsin,Vernon,Virogua,Sidie Hollow Lake (west shoreline),Vermont Center for Ecostudies,M,
297,7,adult,-91.77,-91.18,NA,FSCA0136,Anax junius,43.5503,-75.9586,United States,New York,Oswego,Orwell,"Orwell, Falls Road",Florida State Collection of Arthropods,M,
784,7,adult,-65.67,NA,NA,DJ2012078,Anax junius,43.579,-91.2191,United States,Wisconsin,Vernon,Genoa,Hwy 56 east of town,Vermont Center for Ecostudies,M,
515,5,adult,-67.98,NA,NA,MOS0025642,Anax junius,43.5926,-85.1965,United States,Michigan,Mecosta ,,Grant Township- Pickerel Lake Dam,University of Michigan,,
699,5,adult,-101.16,NA,NA,JD001,Anax junius,43.6169,-71.2839,United States,New Hampshire,Carroll,Tuftonboro,,Vermont Center for Ecostudies,M,
798,6,adult,-80.39,NA,NA,DJ2012072,Anax junius,43.6459,-91.0963,United States,Wisconsin,Vernon,Hamburg,Hwy K west of Chaseburg,Vermont Center for Ecostudies,M,
1088,3,adult,-66.86,NA,NA,DJ2012001,Anax junius,43.6459,-91.0963,United States,Wisconsin,Vernon,Hamburg,Jackson Home-rural Chaseburg,Vermont Center for Ecostudies,F,
1094,5,adult,-72.52,NA,NA,DJ2012044,Anax junius,43.6503,-91.2242,United States,Wisconsin,Vernon,Stoddard,Sand prairie on west side of prairie,Vermont Center for Ecostudies,M,
808,6,adult,-95.84,-86.17,NA,DJ2012069,Anax junius,43.6528,-91.2234,United States,Wisconsin,Vernon,Stoddard,Sand prairie east of Sweane Ponds,Vermont Center for Ecostudies,M,
776,7,adult,-61.3,NA,NA,DJ2012079,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
781,7,adult,-63.4,NA,NA,DJ2012086,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
789,7,adult,-63.92,NA,NA,DJ2012080,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
785,7,adult,-68.16,-62.72,NA,DJ2012088,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
788,6,adult,-76.25,-73.63,NA,DJ2012082,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
786,6,adult,-83.59,NA,NA,DJ2012076,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,F,
778,7,adult,-92.77,NA,NA,DJ2012083,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
783,7,adult,-111.92,NA,NA,DJ2012087,Anax junius,43.6529,-91.2233,United States,Wisconsin,Vernon,Stoddard,Stoddard Sand Prairie,Vermont Center for Ecostudies,M,
1149,6,exuviae,-109.51,NA,NA,DJ2012EX05,Anax junius,43.6572,-91.225,United States,Wisconsin,Vernon,Stoddard,"Stoddard Boat Landing, Mississippi",Vermont Center for Ecostudies,,date approx.
882,4,adult,-82.62,NA,NA,25902,Anax junius,43.6775,-79.3635,Canada,Ontario,,Toronto,Toronto,Royal Ontario Museum,F,
527,5,adult,-61.35,NA,NA,CCR14,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,"2 males flying, one captured"
503,4,adult,-64.74,NA,NA,CCR2,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,
496,4,adult,-68.16,NA,NA,CCR13,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,in tandem with female at 1630hrs. No other odes present
494,4,adult,-74.94,NA,NA,CCR11,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,F,in tandem with male
504,4,adult,-78.15,NA,NA,CCR9,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,
502,4,adult,-92.56,NA,NA,CCR3,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,F,
721,6,adult,-106.05,NA,NA,CCR23,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,,
723,6,adult,-106.65,NA,-89.91,KPM006,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,F,
722,6,adult,-111.79,NA,NA,CCR20,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,
863B,6,exuviae,-122.37,NA,NA,CCR37EX,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,,
863A,6,exuviae,-127.38,NA,NA,CCR37EX,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,,
863,6,exuviae,-128.83,NA,-129.76,CCR37EX,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,,
1158,6,adult,-130.92,NA,NA,,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,F,
495,4,adult,-133.7,NA,NA,CCR12,Anax junius,43.6963,-72.3201,United States,Vermont,Windsor,Hartford,"Harford, pond behind VCE office off Rt. 5",Vermont Center for Ecostudies,M,patroling solo at 1615hrs
501,4,adult,-54.01,NA,NA,CCR1,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,U,
730,5,adult,-62.42,NA,-65.5,CCR035,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
711,5,adult,-63.88,NA,NA,CCR18,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
499,4,adult,-65.55,NA,NA,CCR6,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
729,5,adult,-66.37,NA,-94.57,CCR034,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
506,4,adult,-68.49,NA,NA,CCR8,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
709,5,adult,-69.54,-88.57,NA,CCR19,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
531,5,adult,-69.99,-65.42,NA,CCR14,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,3 males flying
710,5,adult,-73.25,NA,NA,CCR17,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
532,5,adult,-74.65,NA,NA,CCR15,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,3 males flying
712,5,adult,-78.17,NA,NA,CCR21,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
498,4,adult,-78.77,NA,NA,CCR7,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
500,4,adult,-82.11,NA,NA,CCR4,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
708,5,adult,-86.07,NA,NA,CCR16,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
713,5,adult,-87.43,NA,NA,CCR22,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
493,4,adult,-89.98,-73.51,NA,CCR10,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,1300 hrs. only 2 males flying
505,4,adult,-90.85,-80.14,NA,CCR5,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Norwich,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
717,7,adult,-95.42,NA,NA,CCR32,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,check as no field number on card
718,7,adult,-96.95,-99.57,NA,CCR29,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
716,7,adult,-98.49,NA,NA,CCR28,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
714,7,adult,-104.07,NA,NA,CCR27,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
865A,7,exuviae,-106.85,NA,NA,CCR39EX,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
719,7,adult,-107.45,NA,NA,CCR30,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
862,6,exuviae,-107.72,NA,-113.36,CCR36EX,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
864,6,exuviae,-109.09,-106.65,-108.62,CCR38EX,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
706,7,adult,-109.86,NA,NA,CCR25,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
865,7,exuviae,-112.08,NA,-112.66,CCR39EX,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
731,7,adult,-117.76,NA,NA,CCR033,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,M,
707,6,adult,-122.99,-118.87,NA,CCR24,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
715,7,adult,-124.42,NA,NA,CCR26,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
865B,7,exuviae,-126.62,NA,NA,CCR39EX,Anax junius,43.6965,-72.3163,United States,Vermont,Windsor,Hartford,"Norwich, pond behind Fogg's Harward off R 5",Vermont Center for Ecostudies,,
873,9,adult,-141.42,NA,NA,25881,Anax junius,43.6979,-79.3055,Canada,Ontario,York,Toronto,East Toronto,Royal Ontario Museum,M,
525,5,adult,-51.27,NA,-66.69,KPMVT001,Anax junius,43.7061,-72.4622,United States,Vermont,Windsor,Hartford,Joe Ranger Road - North Pond,Vermont Center for Ecostudies,M,"~4 other males on pond, all left after ~30min."
530,5,adult,-51.99,-48.23,-57.41,KPMVT005,Anax junius,43.7061,-72.4622,United States,Vermont,Windsor,Hartford,Joe Ranger Road - North Pond,Vermont Center for Ecostudies,M,~4 other males on pond not captured
526,5,adult,-66.66,NA,-75.43,KPMVT002,Anax junius,43.7061,-72.4622,United States,Vermont,Windsor,Hartford,Joe Ranger Road - North Pond,Vermont Center for Ecostudies,M,"~4 other males on pond, all left after ~30min."
